chainage_m,x_m,y_m,lon,lat,elevation_m,elevation_smooth_m,dem_source
847.0301908486699,352453.020262297,6355116.253882127,25.421822592207842,-32.93227387355991,705.0,705.0,OpenTopoData srtm30m
874.1453804600263,352474.83068274957,6355132.364098368,25.422058381817678,-32.932131552516445,706.0,706.0,OpenTopoData srtm30m
902.7674028483394,352465.7213733041,6355159.497853122,25.42196532508958,-32.9318856561024,706.0,706.0,OpenTopoData srtm30m
928.0478214492327,352484.53405275196,6355176.385205094,25.422169184436406,-32.931735922499705,705.0,705.0,OpenTopoData srtm30m
958.0478214492932,352514.29746760207,6355180.145409405,25.422488032467097,-32.93170603505142,705.0,705.0,OpenTopoData srtm30m
988.0208401311625,352544.252053973,6355181.196410952,25.4228084908075,-32.9317006015978,705.0,705.0,OpenTopoData srtm30m
1018.006045022816,352574.23547148757,6355181.523804507,25.423129141629364,-32.931701696020674,704.0,705.0,OpenTopoData srtm30m
1048.006045022834,352603.53009788104,6355175.056589924,25.423441340515282,-32.93176396401785,705.0,705.0,OpenTopoData srtm30m
1077.722967840821,352633.15909932076,6355172.772344872,25.42375778428607,-32.93178855829728,706.0,705.0,OpenTopoData srtm30m
1104.930814708566,352659.09169126034,6355181.004453137,25.42403638611337,-32.93171782673592,705.0,705.0,OpenTopoData srtm30m
1134.4906097514563,352672.1523381314,6355207.522390204,25.424180278074214,-32.931480474443624,704.0,704.0,OpenTopoData srtm30m
1164.4906097512414,352672.22705720953,6355237.522297154,25.42418587432836,-32.93120997371603,704.0,704.0,OpenTopoData srtm30m
1194.2613549938594,352657.30227078084,6355263.281723048,25.424030411065132,-32.930975686807265,704.0,704.0,OpenTopoData srtm30m
1224.1922401222414,352642.94395751227,6355289.543800739,25.423881085962524,-32.93073694368764,704.0,704.0,OpenTopoData srtm30m
1254.1922401221975,352630.8842555148,6355317.013121584,25.42375653237451,-32.93048762468502,703.0,703.0,OpenTopoData srtm30m
